index,City,Card Type,Exp Type,Gender,Month,DayOfWeek,IsWeekend,Cluster_KMeans,Cluster_KPrototypes,Log_Amount,Amount_Category,Amount
560,71,3,2,0,9,2,0,1,0,0.10220099313627203,1.0,1.1076060705746424
561,71,0,2,0,4,0,0,2,1,0.22954342727797966,4.0,1.2580254986600767
562,71,3,2,0,10,1,0,1,0,0.17716035426941604,3.0,1.1938225123160615
563,71,0,2,0,4,6,1,0,2,0.15476887075908088,2.0,1.167388112393087
564,8,3,2,0,1,3,0,2,1,0.12012226591722175,2.0,1.1276347144438916
565,71,2,2,0,1,0,0,2,1,0.23769606922773526,4.0,1.268323651652037
566,8,2,2,0,3,0,0,2,1,0.02930154999791374,0.0,1.0297350642681773
567,170,2,2,0,1,3,0,2,1,0.17355906690978234,3.0,1.189530946611679
568,126,0,2,0,4,1,0,2,1,0.20700882037482893,3.0,1.2299934207359147
569,170,2,2,0,3,4,0,0,2,0.16244400732728168,2.0,1.1763824478071794
570,170,1,2,0,12,1,0,1,0,0.15763253805326935,2.0,1.1707359147584127
571,170,3,2,0,3,4,0,0,2,0.08719347697907243,1.0,1.0911077635316206
572,126,3,2,0,11,2,0,1,0,0.15038631644272443,2.0,1.1622831651074346
573,126,3,2,0,11,1,0,1,0,0.02726972254626516,0.0,1.027644944397195
574,71,3,2,0,11,6,1,3,3,0.20823280175883715,3.0,1.2314998315066514
575,126,3,2,0,3,2,0,2,1,0.24771991434992685,4.0,1.2811010639151434
576,71,3,2,0,10,1,0,1,0,0.25557639440967683,4.0,1.2912056501436207
577,126,2,2,0,7,6,1,3,3,0.2536559932565804,4.0,1.2887283967456713
578,126,0,2,0,11,5,1,3,3,0.24951264628952818,4.0,1.2833997945985847
579,170,3,2,0,7,3,0,3,3,0.12417068734076778,2.0,1.1322091082690116
580,126,3,2,0,8,6,1,3,3,0.18257359642768536,3.0,1.2003024856780653
581,8,2,2,0,1,6,1,0,2,0.1737605561605067,3.0,1.189770648458687
582,8,2,2,0,2,3,0,2,1,0.23529323534166416,4.0,1.2652797390760147
583,170,1,2,0,12,1,0,1,0,0.26136962836507915,4.0,1.2987076158993534
584,170,3,2,0,1,6,1,0,2,0.18456444752062318,3.0,1.202694489465154
585,8,1,2,0,10,6,1,3,3,0.17916367758472035,3.0,1.1962165219763468
586,126,0,2,0,1,0,0,2,1,0.1275090895926692,2.0,1.1359951939278206
587,170,0,2,0,2,0,0,2,1,0.21242063684394588,3.0,1.2366679637980005
588,170,2,2,0,3,6,1,0,2,0.05665124508244301,0.0,1.0582866633502896
589,71,3,2,0,1,1,0,2,1,0.1768948457560399,3.0,1.1935055843509796
590,170,1,2,0,8,2,0,1,0,0.10361347962289716,1.0,1.1091716546046826
591,71,2,2,0,10,2,0,1,0,0.05536818635277196,0.0,1.0569296901327085
592,8,0,2,0,8,5,1,3,3,0.1879693281928679,3.0,1.2067965001524463
593,8,1,2,0,8,1,0,1,0,0.007046818703810096,0.0,1.0070717059550363
594,8,1,2,0,1,0,0,2,1,0.16381313353695195,2.0,1.1779941669207439
595,71,1,2,0,8,5,1,3,3,0.21974625663712985,4.0,1.2457605869987323
596,8,1,2,0,4,1,0,2,1,0.17558139064259767,3.0,1.1919389973843413
597,170,0,2,0,10,5,1,3,3,0.018042557782198446,0.0,1.018206308070029
598,170,1,2,0,12,0,0,1,0,0.008535567285775088,0.0,1.0085720991061828
599,126,1,2,0,3,6,1,0,2,0.24425283923493585,4.0,1.2766670812137941
600,71,3,2,0,11,6,1,3,3,0.13748504084352836,2.0,1.1473845419387967
601,170,0,2,0,9,5,1,3,3,0.14052057230607626,2.0,1.1508727554278928
602,8,2,2,0,11,2,0,1,0,0.24010655394484903,4.0,1.2713846141502319
603,71,1,2,0,12,5,1,3,3,0.007105574719472033,0.0,1.0071308792143396
604,170,3,2,0,7,6,1,3,3,0.06987947546505333,1.0,1.072378925493846
605,126,2,2,0,9,2,0,1,0,0.17930536119706786,3.0,1.1963860182614696
606,8,2,2,0,2,6,1,0,2,0.1504001227812147,2.0,1.1622992120930082
607,71,2,2,0,10,3,0,3,3,0.22506413468441455,4.0,1.2524030360896705
608,8,0,2,0,2,4,0,0,2,0.05249644525702268,0.0,1.0538988157324647
609,71,1,2,0,11,0,0,1,0,0.10200448046577955,1.0,1.1073884333327983
610,8,1,2,0,3,2,0,2,1,0.21551709839076574,4.0,1.2405031933501292
611,8,3,2,0,3,5,1,0,2,0.010261371561658727,0.0,1.0103141999775342
612,71,3,2,0,11,5,1,3,3,0.11901343879308576,2.0,1.1263850554423351
613,170,2,2,0,4,4,0,0,2,0.10805238173496,1.0,1.1141061026686137
614,126,1,2,0,1,5,1,0,2,0.08365477155613928,1.0,1.0872534781841232
615,126,3,2,0,12,1,0,1,0,0.14201661651550518,2.0,1.1525958005038754
616,71,0,2,0,10,3,0,3,3,0.10812979734972814,1.0,1.1141923552160726
617,71,0,2,0,7,4,0,3,3,0.11891727064835338,2.0,1.1262767382897123
618,71,1,2,0,12,2,0,1,0,0.011582771485288218,0.0,1.0116501115265497
619,71,3,2,0,9,0,0,1,0,0.22187985542213318,4.0,1.2484213777941813
620,8,0,2,0,4,6,1,0,2,0.20868957724941614,3.0,1.2320624789383314
621,126,3,2,0,11,5,1,3,3,0.1548857054329959,2.0,1.167524511770464
622,126,3,2,0,10,4,0,3,3,0.11537755446485828,2.0,1.1222970858674197
623,71,1,2,0,5,0,0,2,1,0.1580650638263431,2.0,1.1712423977405844
624,170,1,2,0,8,0,0,1,0,0.15527734563746343,2.0,1.167981850859316
625,8,2,2,0,9,5,1,3,3,0.22502008917658872,4.0,1.2523478745767607
626,170,1,2,0,4,1,0,2,1,0.20931862503587986,3.0,1.2328377489288638
627,170,0,2,0,11,6,1,3,3,0.08130530178408425,1.0,1.0847020074778952
628,8,2,2,0,3,1,0,2,1,0.14455511354406506,2.0,1.1555253783076849
629,170,2,2,0,7,2,0,1,0,0.14910494910735633,2.0,1.1607948071954683
630,170,0,2,0,1,1,0,2,1,0.1677447922370612,3.0,1.1826347545613556
631,126,2,2,0,11,5,1,3,3,0.2250817523443573,4.0,1.2524251006948344
632,126,0,2,0,4,5,1,0,2,0.19965958907940148,3.0,1.220987050082642
633,8,1,2,0,6,2,0,2,1,0.12256339967995179,2.0,1.1303907842161849
634,8,0,2,0,12,5,1,3,3,0.02041655065163806,0.0,1.0206263940818716
635,170,3,2,0,10,2,0,1,0,0.14127932379127034,2.0,1.1517463132050645
636,170,1,2,0,3,2,0,2,1,0.1761517194298819,3.0,1.1926189883980294
637,71,3,2,0,1,3,0,2,1,0.12439831788055751,2.0,1.1324668629747903
638,8,0,2,0,5,3,0,2,1,0.17724520130328605,3.0,1.1939238089124957
639,8,3,2,0,9,4,0,3,3,0.2516936892613472,4.0,1.2862019994544025
640,170,3,2,0,12,3,0,3,3,0.2582572259865453,4.0,1.2946717990275527
641,71,0,2,0,10,2,0,1,0,0.24408392316892716,4.0,1.2764514498451465
642,170,2,2,0,12,4,0,3,3,0.23862003790066763,4.0,1.26949608453552
643,71,3,2,0,12,0,0,1,0,0.15425583936397128,2.0,1.166789359243866
644,170,3,2,0,11,2,0,1,0,0.0967085716813608,1.0,1.101539307091163
645,71,1,2,0,10,2,0,1,0,0.15629180476975682,2.0,1.1691673219185776
646,170,2,2,0,7,2,0,1,0,0.22579820775404308,4.0,1.2533227289503666
647,126,0,2,0,4,6,1,0,2,0.2510681212962338,4.0,1.285397644302518
648,8,2,2,0,10,6,1,3,3,0.14408110129942328,2.0,1.1549777749249803
649,126,1,2,0,11,0,0,1,0,0.19364025405533494,3.0,1.2136595952950238
650,170,2,2,0,1,6,1,0,2,0.0241642923945193,0.0,1.0244586148242052
651,8,1,2,0,3,0,0,2,1,0.14620025798663272,2.0,1.1574279490347739
652,170,3,2,0,6,6,1,0,2,0.18260116985342204,3.0,1.2003355825858113
653,126,3,2,0,2,5,1,0,2,0.023761845787925305,0.0,1.0240464078822793
654,126,3,2,0,6,1,0,2,1,0.20136093345303516,3.0,1.2230661376510423
655,71,2,2,0,8,2,0,1,0,0.02212297036376136,0.0,1.0223694978898215
656,71,2,2,0,3,1,0,2,1,0.08159374145689302,1.0,1.0850149236965836
657,126,3,2,0,1,4,0,0,2,0.17298219539275492,3.0,1.1888449379784007
658,170,0,2,0,3,5,1,0,2,0.11721588136451642,2.0,1.124362132323443
659,8,3,2,0,2,4,0,0,2,0.20423588103157975,3.0,1.2265874480478842
660,170,3,2,0,2,4,0,0,2,0.16193575243845815,2.0,1.175784697594557
661,71,1,2,0,2,4,0,0,2,0.22559973296809246,4.0,1.2530740006739733
662,8,2,2,0,7,6,1,3,3,0.19320135321797324,3.0,1.2131270359612947
663,126,1,2,0,1,5,1,0,2,0.1373171982584984,2.0,1.1471919781119118
664,71,2,2,0,7,4,0,3,3,0.24285587090807226,4.0,1.2748848628785083
665,8,1,2,0,11,0,0,1,0,0.0383737603775455,0.0,1.0391195420190318
666,8,2,2,0,11,5,1,3,3,0.06387874735421092,1.0,1.0659631400741372
667,8,1,2,0,11,1,0,1,0,0.25650494932362944,4.0,1.292405162315259
668,126,1,2,0,11,5,1,3,3,0.2333858628980887,4.0,1.262868679493557
669,126,1,2,0,11,5,1,3,3,0.14345307979401906,2.0,1.154252651764366
670,71,0,2,0,1,3,0,2,1,0.12135246095692587,2.0,1.1290227786960219
671,8,2,2,0,1,4,0,0,2,0.22247978821874353,4.0,1.2491705714331562
672,71,2,2,0,8,5,1,3,3,0.12679547569990632,2.0,1.1351848211563458
673,8,1,2,0,8,6,1,3,3,0.015389382280181193,0.0,1.0155084086204407
674,170,0,2,0,1,4,0,0,2,0.16987621972747746,3.0,1.1851581430428293
675,126,1,2,0,9,2,0,1,0,0.24618195694426717,4.0,1.279132299372563
676,170,1,2,0,12,6,1,3,3,0.24025800240769996,4.0,1.271577177977117
677,8,3,2,0,10,1,0,1,0,0.06149172693342166,1.0,1.063421698733893
678,71,1,2,0,3,0,0,2,1,0.26051901126876925,4.0,1.297603382704559
679,71,0,2,0,6,6,1,0,2,0.17529273752715827,3.0,1.1915949901311038
680,126,0,2,0,4,6,1,0,2,0.03823476490915313,0.0,1.0389751191488679
681,71,0,2,0,8,4,0,3,3,0.10625483537410516,1.0,1.1121052441548855
682,126,0,2,0,10,3,0,3,3,0.10684175836835716,1.0,1.1127581558804178
683,170,0,2,0,5,5,1,0,2,0.09016264799047595,1.0,1.0943522634273153
684,71,2,2,0,11,2,0,1,0,0.1381936902843981,2.0,1.1481979235200668
685,8,0,2,0,12,0,0,1,0,0.1495748593147822,2.0,1.1613404047049762
686,71,0,2,0,2,0,0,2,1,0.2027155058329175,3.0,1.2247239918481312
687,126,0,2,0,3,0,0,2,1,0.2311079639239923,4.0,1.2599952661392557
688,170,0,2,0,3,0,0,2,1,0.14940989761186518,2.0,1.1611488438146893
689,170,2,2,0,11,4,0,3,3,0.05741385145206604,0.0,1.0590940273119696
690,71,1,2,0,5,4,0,0,2,0.021784470738029863,0.0,1.0220234847633871
691,170,1,2,0,10,0,0,1,0,0.04660175162718196,0.0,1.0477046793009932
692,71,3,2,0,10,4,0,3,3,0.05080489545729565,0.0,1.0521176003337773
693,71,1,2,0,2,4,0,0,2,0.012116986269180069,0.0,1.0121906943530659
694,8,0,2,0,5,1,0,2,1,0.25852754744222656,4.0,1.2950218239003803
695,71,3,2,0,4,0,0,2,1,0.14678672127044057,2.0,1.1581069371118635
696,126,1,2,0,10,1,0,1,0,0.11344183164550833,1.0,1.1201267310685687
697,71,2,2,0,3,4,0,0,2,0.06912538406263558,1.0,1.071570558595568
698,170,3,2,0,1,5,1,0,2,0.24812848942266938,4.0,1.2816245968194875
699,71,1,2,0,6,6,1,0,2,0.17973196752510595,3.0,1.1968965129900349
700,71,1,2,0,12,2,0,1,0,0.15420168501633097,2.0,1.1667261742381694
701,126,2,2,0,9,1,0,1,0,0.03299388342257995,0.0,1.0335442174687486
702,8,0,2,0,9,5,1,3,3,0.028782286327444225,0.0,1.0292004990612513
703,126,3,2,0,11,1,0,1,0,0.1727467969502756,3.0,1.1885651186674584
704,71,3,2,0,11,6,1,3,3,0.21322401415222714,3.0,1.2376618739669754
705,71,0,2,0,4,6,1,0,2,0.06854024407343702,1.0,1.0709437232215928
706,8,2,2,0,12,0,0,1,0,0.2078605505183508,3.0,1.231041489481201
707,170,0,2,0,5,4,0,0,2,0.15390335373485747,2.0,1.1663781552385384
708,126,2,2,0,7,2,0,1,0,0.10923007126966779,1.0,1.1154189466758668
709,126,2,2,0,3,1,0,2,1,0.03401711672513479,0.0,1.0346023155800184
710,8,2,2,0,2,3,0,2,1,0.22061214743609842,4.0,1.2468397467785677
711,71,1,2,0,10,6,1,3,3,0.20745800485983767,3.0,1.2305460388016112
712,71,2,2,0,4,5,1,0,2,0.019223863754731486,0.0,1.0194098319880611
713,126,1,2,0,5,6,1,0,2,0.15010497078010762,2.0,1.1619562077763692
714,71,2,2,0,4,1,0,2,1,0.21896502421539443,4.0,1.244787738498323
715,170,3,2,0,8,2,0,1,0,0.19648636357987012,3.0,1.2171187236227674
716,8,0,2,0,8,5,1,3,3,0.022622170819779772,0.0,1.0228799926183867
717,71,1,2,0,3,5,1,0,2,0.2609502046378543,4.0,1.298163021326444
718,126,2,2,0,3,2,0,2,1,0.23450105434041277,4.0,1.264277805414253
719,126,1,2,0,5,4,0,0,2,0.11946388123131067,2.0,1.1268925413611053
720,170,1,2,0,12,3,0,3,3,0.14696597006261478,2.0,1.1583145449877241
721,8,3,2,0,9,0,0,1,0,0.20991394350817122,3.0,1.2335718985188633
722,126,0,2,0,3,4,0,0,2,0.05879737281923948,1.0,1.0605603206187717
723,126,2,2,0,1,3,0,2,1,0.13846618127292074,2.0,1.1485108397387551
724,8,0,2,0,4,6,1,0,2,0.0975986311957276,1.0,1.102520179084359
725,8,0,2,0,1,5,1,0,2,0.22629822156484153,4.0,1.2539495643243417
726,126,3,2,0,8,2,0,1,0,0.0612964815815508,1.0,1.0632140908580323
727,71,2,2,0,6,2,0,2,1,0.02620536390733426,0.0,1.0265517435049827
728,170,1,2,0,3,5,1,0,2,0.16094322871413655,2.0,1.1746182823306641
729,170,1,2,0,1,0,0,2,1,0.007987495891477962,0.0,1.0080194810404866
730,71,1,2,0,3,0,0,2,1,0.10838810609491539,1.0,1.114480198019802
731,71,0,2,0,3,4,0,0,2,0.014546587213752307,0.0,1.0146529037020395
732,170,0,2,0,1,3,0,2,1,0.05454893708288794,0.0,1.056064155848324
733,8,2,2,0,11,4,0,3,3,0.07987759524934641,1.0,1.0831544763066259
734,126,2,2,0,5,2,0,2,1,0.1161011460834719,2.0,1.1231094645120914
735,170,1,2,0,11,6,1,3,3,0.0774421863512159,1.0,1.080519761862734
736,126,0,2,0,4,3,0,2,1,0.06737174870840326,1.0,1.0696930612834379
737,8,0,2,0,8,5,1,3,3,0.23793801179048626,4.0,1.2686305502511352
738,126,0,2,0,8,5,1,3,3,0.14331317620561143,2.0,1.15409117897203
739,8,0,2,0,4,4,0,0,2,0.17150391990179706,3.0,1.1870887959946723
740,8,3,2,0,1,3,0,2,1,0.18965996392070017,3.0,1.2088384790667073
741,71,1,2,0,3,2,0,2,1,0.008979970865218857,0.0,1.0090204117656498
742,126,1,2,0,2,3,0,2,1,0.10057611336466593,1.0,1.1058078052537832
743,8,1,2,0,2,3,0,2,1,0.1677447922370612,3.0,1.1826347545613556
744,71,1,2,0,12,5,1,3,3,0.013474529829195534,0.0,1.0135657204294173
745,8,2,2,0,1,3,0,2,1,0.07176221985638619,1.0,1.0743998427395414
746,126,1,2,0,5,6,1,0,2,0.2162485158740236,4.0,1.241410850971645
747,71,0,2,0,10,6,1,3,3,0.03958529128906853,0.0,1.040379230386572
748,8,2,2,0,1,1,0,2,1,0.14078023290151315,2.0,1.1511716305342041
749,126,3,2,0,7,2,0,1,0,0.04725152702776748,0.0,1.0483856732512797
750,8,3,2,0,5,2,0,2,1,0.006441131803494997,0.0,1.0064619205032335
751,71,3,2,0,3,2,0,2,1,0.03657304598132126,0.0,1.0372500681996888
752,170,3,2,0,9,1,0,1,0,0.1221445310627941,2.0,1.129917398141759
753,126,3,2,0,9,1,0,1,0,0.23711390218947279,4.0,1.2675854903156443
754,71,3,2,0,8,4,0,3,3,0.18618175447023919,3.0,1.2046411894025706
755,8,3,2,0,2,6,1,0,2,0.15964796810966225,2.0,1.1730978304475503
756,170,3,2,0,2,6,1,0,2,0.20049954336236409,3.0,1.2220130542227643
757,71,3,2,0,4,2,0,2,1,0.24937509836245556,4.0,1.2832232777572732
758,71,3,0,0,1,5,1,0,2,0.2559499386302784,4.0,1.2916880626474316
759,126,3,2,0,4,0,0,2,1,0.2005972048619397,3.0,1.222132403677969
760,8,3,1,0,12,2,0,1,0,0.2119899035727135,3.0,1.2361354044642714
761,170,3,2,0,10,1,0,1,0,0.14162584073358267,2.0,1.1521454819712118
762,8,3,4,0,2,2,0,2,1,0.03505286164082014,0.0,1.0356744548036652
763,71,3,3,0,5,1,0,2,1,0.17735607964465966,3.0,1.1940561965434793
764,126,3,2,0,11,0,0,1,0,0.0556983543144889,0.0,1.0572787120689378
765,126,3,1,0,4,6,1,0,2,0.16466671682995282,2.0,1.179000112328899
766,170,3,2,0,2,6,1,0,2,0.18675439206456243,3.0,1.2053312097822424
767,170,3,3,0,12,5,1,3,3,0.2224428549635546,4.0,1.2491244363496317
768,126,3,4,0,5,6,1,0,2,0.19278128277557616,3.0,1.2126175441693279
769,8,3,2,0,10,0,0,1,0,0.1602026749049412,2.0,1.173748736299886
770,126,3,2,0,9,0,0,1,0,0.17514206621885683,3.0,1.1914154644799975
771,126,3,2,0,3,0,0,2,1,0.1446384331355001,2.0,1.1556216602211276
772,170,3,4,0,12,6,1,3,3,0.1681924638435053,3.0,1.1831643050852896
773,71,3,2,0,5,5,1,0,2,0.2490397460067847,4.0,1.2827930179565767
774,170,3,2,0,11,4,0,3,3,0.06429076510878587,1.0,1.0664024263042187
775,170,3,1,0,12,4,0,3,3,0.26158892542621914,4.0,1.2989924498932874
776,71,3,1,0,10,2,0,1,0,0.1236479152902549,2.0,1.1316173756759793
777,8,3,1,0,4,6,1,0,2,0.06140495592771013,1.0,1.0633294285668438
778,71,3,0,0,5,6,1,0,2,0.10087355590513192,1.0,1.1061367684580452
779,71,3,0,0,1,4,0,0,2,0.13684411523060092,2.0,1.146649389412199
780,71,3,4,0,10,2,0,1,0,0.05161673927341438,0.0,1.05297210231558
781,8,3,2,0,10,3,0,3,3,0.07139529277319101,1.0,1.0740056886563858
782,8,3,2,0,12,3,0,3,3,0.02865072270332956,0.0,1.0290651026204727
783,170,3,3,0,12,3,0,3,3,0.2147503543381323,3.0,1.2395524094548838
784,170,3,0,0,11,6,1,3,3,0.15505320192347707,2.0,1.167720084407144
785,170,3,3,0,4,0,0,2,1,0.00945398246800043,0.0,1.0094988125230675
786,170,3,0,0,11,6,1,3,3,0.19064927028870784,3.0,1.2100349824285508
787,8,3,4,0,11,5,1,3,3,0.15811387181956077,2.0,1.1712995651266909
788,126,3,3,0,6,6,1,0,2,0.029994780127440376,0.0,1.0304491551262096
789,8,3,1,0,12,3,0,3,3,0.20807153705224596,3.0,1.231301250060176
790,170,3,0,0,12,4,0,3,3,0.07611119281851358,1.0,1.0790825537172841
791,8,3,2,0,10,4,0,3,3,0.12130715547135659,2.0,1.1289716289295055
792,126,3,4,0,5,1,0,2,1,0.16304743769370672,2.0,1.1770925269188184
793,170,3,4,0,5,3,0,2,1,0.20703898971861945,3.0,1.230030529390054
794,8,3,4,0,3,2,0,2,1,0.2512319612047251,4.0,1.2856082609881734
795,71,3,1,0,7,3,0,3,3,0.19331047650341993,3.0,1.2132594235922782
796,71,3,0,0,12,6,1,3,3,0.1940302264812953,3.0,1.2141329813694497
797,8,3,3,0,9,2,0,1,0,0.035318165255249896,0.0,1.0359492594316158
798,126,3,4,0,4,5,1,0,2,0.1484757530055915,2.0,1.1600646693518621
799,170,3,3,0,10,3,0,3,3,0.24150894107029225,4.0,1.2731688383587143
800,71,3,2,0,7,0,0,1,0,0.04757960364568643,0.0,1.0487296805045172
801,8,3,1,0,10,3,0,3,3,0.2528470775448492,4.0,1.2876863456199754
802,8,3,4,0,4,3,0,2,1,0.2548421015414778,4.0,1.2902578750581704
803,8,3,4,0,3,2,0,2,1,0.2256293466259136,4.0,1.2531111093281126
804,71,3,3,0,8,6,1,3,3,0.22396321625991641,4.0,1.251025001203524
805,71,3,2,0,4,2,0,2,1,0.2123241232944635,3.0,1.2365486143427957
806,126,3,0,0,11,5,1,3,3,0.2615194350838046,4.0,1.2989021855994352
807,126,3,0,0,5,0,0,2,1,0.12984067881850947,2.0,1.1386469582938845
808,71,3,0,0,11,1,0,1,0,0.1297384991319184,2.0,1.1385306176484746
809,170,3,1,0,10,4,0,3,3,0.109782001240711,1.0,1.11603474974726
810,8,3,3,0,7,4,0,3,3,0.19131461485276663,3.0,1.2108403405170338
811,126,3,0,0,10,3,0,3,3,0.13648718732624754,2.0,1.146240191280068
812,126,3,4,0,7,5,1,3,3,0.24276539769771818,4.0,1.2747695251696969
813,71,3,1,0,4,4,0,0,2,0.0356037236957568,0.0,1.036245125728132
814,126,3,4,0,7,3,0,3,3,0.04450408832868845,0.0,1.0455092510871833
815,71,3,0,0,7,6,1,3,3,0.22443690395950602,4.0,1.2516177367331547
816,71,3,3,0,2,5,1,0,2,0.0016845168263750771,0.0,1.0016859364218431
817,71,3,4,0,5,1,0,2,1,0.07854149686497211,1.0,1.0817082417317907
818,8,3,3,0,11,3,0,3,3,0.1478721133341904,2.0,1.1593646196062068
819,126,3,1,0,3,6,1,0,2,0.24321925472324352,4.0,1.2753482195869505
820,126,3,1,0,7,1,0,1,0,0.05036916290246737,0.0,1.0516592583083268
821,170,3,2,0,12,4,0,3,3,0.05034150607034592,0.0,1.0516301731469744
822,126,3,2,0,5,5,1,0,2,0.004395224374626964,0.0,1.004404897539997
823,170,3,0,0,11,6,1,3,3,0.08375992528822512,1.0,1.0873678129563362
824,71,3,2,0,1,2,0,2,1,0.0537632324949297,0.0,1.0552347272814802
825,170,3,0,0,11,3,0,3,3,0.1866778374228174,3.0,1.2052389396151932
826,126,3,3,0,6,2,0,2,1,0.0451686488202376,0.0,1.0462042861498468
827,71,3,4,0,7,1,0,1,0,0.033132638960288646,0.0,1.033687637402314
828,170,3,0,0,12,2,0,1,0,0.029639462355233986,0.0,1.030083083267808
829,126,3,0,0,5,5,1,0,2,0.1290740765558815,2.0,1.1377744034533113
830,71,3,3,0,11,5,1,3,3,0.2268291624781545,4.0,1.2546155142256528
831,8,3,1,0,10,4,0,3,3,0.2154055203045861,3.0,1.2403647880995554
832,126,3,3,0,11,1,0,1,0,0.03145949734199539,0.0,1.0319595776433397
833,8,3,3,0,3,3,0,2,1,0.23892731131757616,4.0,1.269886226872282
834,71,3,1,0,3,3,0,2,1,0.09074351867146574,1.0,1.0949881252306755
835,170,3,2,0,2,3,0,2,1,0.23149394186755848,4.0,1.2604816903894602
836,71,3,0,0,11,4,0,3,3,0.24011049820612637,4.0,1.2713896288332238
837,8,3,2,0,3,2,0,2,1,0.018877491946720632,0.0,1.0190567983054384
838,8,3,1,0,7,5,1,3,3,0.15799998279615596,2.0,1.171166174559109
839,126,3,3,0,1,6,1,0,2,0.06852713301622673,1.0,1.0709296821092158
840,8,3,1,0,2,4,0,0,2,0.05510814979434253,0.0,1.056654885504758
841,71,3,2,0,12,2,0,1,0,0.15532113796737268,2.0,1.1680330006258324
842,170,3,0,0,6,3,0,2,1,0.028743306317362955,0.0,1.029160381597317
843,8,3,3,0,1,1,0,2,1,0.1605888221343489,2.0,1.1742020636423447
844,71,3,2,0,12,2,0,1,0,0.16527220845320847,2.0,1.1797142031869314
845,71,3,4,0,11,3,0,3,3,0.2561114280600592,4.0,1.2918966734598907
846,71,3,2,0,5,5,1,0,2,0.20927876182363997,3.0,1.232788605035544
847,8,3,4,0,2,6,1,0,2,0.20363798982751105,3.0,1.2258543013944831
848,8,3,0,0,4,4,0,0,2,0.06982335921461422,1.0,1.0723187492979445
849,71,3,1,0,6,0,0,2,1,0.033751467667305385,0.0,1.0343275109520675
850,126,3,1,0,6,0,0,2,1,0.05280853581910185,0.0,1.0542277789367267
851,71,3,2,0,12,2,0,1,0,0.17077199404211316,3.0,1.1862202529004926
852,71,3,2,0,1,1,0,2,1,0.17495853641832182,3.0,1.191196824301555
853,170,3,2,0,10,2,0,1,0,0.2138566956125563,3.0,1.2384451674502945
854,8,3,0,0,10,4,0,3,3,0.1230636822080845,2.0,1.13095644045766
855,71,3,4,0,12,2,0,1,0,0.20439040761843172,3.0,1.2267770030649743
856,170,3,4,0,10,1,0,1,0,0.015400246043161646,0.0,1.0155194409230226
857,8,3,1,0,10,1,0,1,0,0.2259406371517115,4.0,1.2535012516648747
858,71,3,1,0,10,4,0,3,3,0.24213106867218753,4.0,1.2739611582714188
859,126,3,0,0,1,0,0,2,1,0.06427101470684103,1.0,1.0663813646356533
860,170,3,3,0,12,6,1,3,3,0.2580333228109496,4.0,1.2943819503506266
861,126,3,2,0,12,6,1,3,3,0.012633089748980052,0.0,1.0127132243208112
862,126,3,0,0,11,5,1,3,3,0.025810579743605247,0.0,1.0261465571192452
863,126,3,1,0,10,2,0,1,0,0.22470931301061922,4.0,1.251958735176597
864,170,3,4,0,4,1,0,2,1,0.059770935473525445,1.0,1.0615933453150825
865,126,3,2,0,3,2,0,2,1,0.22833968188149784,4.0,1.2565120673331516
866,170,3,1,0,10,4,0,3,3,0.08113145821326936,1.0,1.0845134553974036
867,126,3,3,0,10,2,0,1,0,0.037822491116829934,0.0,1.038546865221368
868,126,3,2,0,3,5,1,0,2,0.2501954166763192,4.0,1.2842763611855512
869,71,3,2,0,11,2,0,1,0,0.041159245281583975,0.0,1.042018028788292
870,71,3,3,0,9,3,0,3,3,0.21109945794611729,3.0,1.2350351830158703
871,71,3,0,0,11,2,0,1,0,0.052974056524788204,0.0,1.0544022899048413
872,71,3,4,0,2,3,0,2,1,0.15545507907298195,2.0,1.1681894587351767
873,170,3,0,0,11,6,1,3,3,0.17275017222989641,3.0,1.1885691304138517
874,8,3,0,0,1,2,0,2,1,0.25158217650491316,4.0,1.286058579520837
875,170,3,4,0,12,0,0,1,0,0.256185952848125,4.0,1.2919929553733331
876,170,3,0,0,1,6,1,0,2,0.12709582083405535,2.0,1.1355258195997882
877,8,3,2,0,6,1,0,2,1,0.09986842493577638,1.0,1.1050255147070622
878,71,3,1,0,5,5,1,0,2,0.23487858822380378,4.0,1.2647552032350724
879,170,3,0,0,9,3,0,3,3,0.2319179479356861,4.0,1.2610162555963862
880,8,3,1,0,5,1,0,2,1,0.03752017774112072,0.0,1.0382329460660815
881,71,3,0,0,3,3,0,2,1,0.24530262154275753,4.0,1.2780080074458013
882,170,3,4,0,9,1,0,1,0,0.0918511848407948,1.0,1.096201678514691
883,170,3,0,0,6,3,0,2,1,0.21670164544411913,4.0,1.2419734984033248
884,126,3,2,0,1,3,0,2,1,0.0003960815057153409,0.0,1.0003961599563522
885,126,3,1,0,7,2,0,1,0,0.07233988045905969,1.0,1.0750206604939263
886,126,3,1,0,1,4,0,0,2,0.014098717774541032,0.0,1.0141985734229826
887,126,3,1,0,4,0,0,2,1,0.007441114954839892,0.0,1.007468868847987
888,126,3,3,0,11,1,0,1,0,0.16419108082801923,2.0,1.1784394707704158
889,170,3,3,0,10,6,1,3,3,0.0632274507616012,1.0,1.065269107948072
890,71,3,3,0,10,4,0,3,3,0.025198551711998297,0.0,1.0255187188086718
891,8,3,4,0,3,3,0,2,1,0.1714515365434711,3.0,1.187026613925574
892,126,3,4,0,12,2,0,1,0,0.2327161505911458,4.0,1.2620232039411396
